id,label,substate,in_slop_archive,body_chars,cve_ids,created_at,title
"3153497","vuln","resolved","False","1162","['CVE-2025-5025']","2025-05-19T16:01:54.031Z","CVE-2025-5025: No QUIC certificate pinning with wolfSSL"
"3153971","unlabelled","not-applicable","False","4208","[]","2025-05-20T00:07:25.715Z","Stack Buffer Overflow in curl's OpenSSL Provider Handling"
"3156384","unlabelled","not-applicable","False","1246","[]","2025-05-21T03:55:12.753Z","Heap buffer overflow vulnerability in conncache.c: incorrect use of pointer arrays resulting in out-of-bounds memory writes."
"3158093","slop","spam","True","7954","[]","2025-05-22T01:15:43.536Z","Memory Leak in libcurl via Location Header Handling (CWE-770)"
"3168039","vuln","resolved","False","5239","['CVE-2025-5399']","2025-05-30T03:38:19.322Z","CVE-2025-5399: WebSocket endless loop"
"3180396","unlabelled","not-applicable","False","836","[]","2025-06-06T01:26:57.259Z","Failure to strip Proxy-Authorization header on change in origin"
"3183957","unlabelled","not-applicable","False","2071","[]","2025-06-09T12:16:05.954Z","Arbitrary File Read via Unsanitized curl Usage Results in Sensitive File Exposure"
"3211126","unlabelled","informative","False","4696","[]","2025-06-19T18:54:26.213Z","Sensitive information disclosure with malicious netrc file"
"3211973","unlabelled","informative","False","2034","['CVE-2024-11053']","2025-06-20T10:32:02.863Z","Credential leak on redirect due to improper state clearing when parsing macdef in netrc.c"
"3225565","unlabelled","informative","False","2502","[]","2025-06-26T21:10:59.285Z"," OS Command Injection in scripts/firefox-db2pem.sh via untrusted certificate nicknames"
"3226502","unlabelled","not-applicable","False","941","[]","2025-06-27T09:42:53.234Z","arbitrary file read via `file://` path traversal with `--path-as-is`"
"3229490","unlabelled","not-applicable","False","1800","[]","2025-06-29T17:33:41.507Z","Heap Buffer Overflow in libcurl curl_slist_append via Unterminated String"
"3230082","slop","spam","True","14474","[]","2025-06-30T12:10:49.256Z","Stack-based Buffer Overflow in TELNET NEW_ENV Option Handling"
"3231321","slop","not-applicable","True","8063","[]","2025-07-01T12:47:43.690Z","HTTP Proxy Bypass via `CURLOPT_CUSTOMREQUEST` Verb Tunneling"
"3235428","unlabelled","not-applicable","False","9346","[]","2025-07-03T05:49:06.263Z","CRLF injection in libcurl's SMTP client via --mail-from and --mail-rcpt allows SMTP command smuggling"
"3238249","unlabelled","not-applicable","False","2499","['CVE-2019-9511', 'CVE-2019-9513']","2025-07-06T00:45:57.502Z","Integer Overflow Risk in HTTP/2 Proxy Window Size Calculations"
"3241304","unlabelled","not-applicable","False","114","[]","2025-07-08T18:36:42.063Z","access notes without permission"
"3241308","unlabelled","not-applicable","False","103","[]","2025-07-08T18:46:32.048Z","Disclosure of email addresses"
"3242005","slop","not-applicable","True","2582","[]","2025-07-09T03:04:29.345Z","Use-After-Free in OpenSSL Keylog Callback via SSL_get_ex_data() in libcurl"
"3242087","unlabelled","not-applicable","False","1366","[]","2025-07-09T05:36:47.370Z","Arbitrary File Read via file:// Protocol in cURL"
"3246519","unlabelled","not-applicable","False","2405","[]","2025-07-10T18:24:58.166Z","Default Minimum TLS Version Set to TLS v1.0 (Cryptographic Weakness)"
"3249936","slop","not-applicable","True","6626","['CVE-2019-16276', 'CVE-2020-11946']","2025-07-13T13:42:11.154Z","HTTP Request Smuggling Vulnerability Analysis - cURL Security Report"
"3250117","unlabelled","not-applicable","False","2861","[]","2025-07-13T16:50:47.385Z","Uncontrolled File Write/Arbitrary File Creation "
"3250490","slop","spam","True","13628","[]","2025-07-14T02:20:06.105Z","Disk Space Exhaustion leading to a Denial of Service (DoS)"
"3258022","unlabelled","informative","False","3194","[]","2025-07-17T18:40:42.020Z","curl ASSERTs when accessing an LDAP URL"
"3261248","unlabelled","not-applicable","False","2162","[]","2025-07-20T02:51:40.119Z","GnuTLS CURLINFO_TLS_SESSION / CURLINFO_TLS_SSL_PTR type confusion"
"3261310","unlabelled","informative","False","7690","[]","2025-07-20T05:10:29.785Z","OpenSSL HTTP/3 bogus CURLINFO_TLS_SSL_PTR"
"3262848","unlabelled","not-applicable","False","5770","[]","2025-07-21T15:17:11.290Z","on the implications of permitting procedural culling"
"3264469","unlabelled","informative","False","26995","[]","2025-07-22T12:42:30.549Z","Use after free (or assert triggered) with failed allocations in openssl"
"3268294","unlabelled","not-applicable","False","1868","[]","2025-07-23T20:03:15.236Z","Exposure of Private RSA Private Key in curl GitHub Repository"
"3269761","unlabelled","not-applicable","False","549","[]","2025-07-24T10:22:21.416Z","Security check up"
"3272982","slop","not-applicable","True","2415","[]","2025-07-26T21:18:06.517Z","Vulnerability Report: Public Exposure of Security Audit File"
"3279804","unlabelled","not-applicable","False","4160","[]","2025-07-31T14:56:23.776Z","Stack use-after-scope in HTTP/3 POST request processing via CURLOPT_POSTFIELDS"
"3282709","unlabelled","not-applicable","False","10093","[]","2025-08-02T04:22:05.643Z","Integer Overflow in schannel.c TLS Data Transmission"
"3283232","unlabelled","informative","False","10963","[]","2025-08-02T16:30:30.343Z","Use After Free (that leads to arbitrary Write for some versions) "
"3292590","unlabelled","not-applicable","False","7720","[]","2025-08-09T02:32:38.704Z","Heap Buffer Overflow in Curl_memdup0() via CURLOPT_COPYPOSTFIELDS/CURLOPT_POSTFIELDSIZE Mismatch"
"3293177","unlabelled","not-applicable","False","5873","[]","2025-08-09T20:00:01.567Z","Path Traversal in SFTP QUOTE command leads to Arbitrary File Write and potential RCE"
"3293801","unlabelled","not-applicable","False","4983","[]","2025-08-10T18:26:22.768Z","Title: Remote Code Execution (RCE) via Arbitrary Library Loading in `--engine` option"
"3293884","slop","not-applicable","True","1762","[]","2025-08-10T20:24:50.847Z","Vulnerability Report: Local File Disclosure via file:// Protocol in cURL"
"3294999","vuln","resolved","False","14509","['CVE-2025-9086']","2025-08-11T16:28:29.715Z","CVE-2025-9086: Out of bounds read for cookie path"
"3295650","slop","not-applicable","True","3512","[]","2025-08-12T08:28:19.519Z","Exposure of Hard-coded Private Keys and Credentials in curl Source Repository (CWE-321)"
"3295652","unlabelled","not-applicable","False","2570","[]","2025-08-12T08:31:46.469Z","Insecure WebSocket Usage in curl Documentation and Examples (CWE-319: Cleartext Transmission of Sensitive Information)"
"3295656","unlabelled","not-applicable","False","4229","[]","2025-08-12T08:35:51.754Z","Unsafe Global IFS Modification in OS400 Shell Script Enables Command Injection and Parsing Flaws (CWE-78/CWE-20)"
"3295738","unlabelled","not-applicable","False","3975","[]","2025-08-12T10:36:05.971Z","Account/Repository Takeover via Abandoned GitHub Username in curl's href_extractor.c"
"3302518","unlabelled","not-applicable","False","2614","[]","2025-08-17T12:55:49.079Z","## Title  Heap Use-After-Free Vulnerability in `curl` Leading to Potential Code Execution"
"3303765","unlabelled","not-applicable","False","3695","[]","2025-08-18T16:07:40.886Z","WebSocket Fragmentation DoS on Curl Client"
"3306456","unlabelled","not-applicable","False","1460","[]","2025-08-20T07:46:39.442Z","Curl parse_connect_to_string Heap-Overread Leading to Denial of Service via CURLOPT_CONNECT_TO"
"3306475","unlabelled","not-applicable","False","1459","[]","2025-08-20T08:18:43.775Z","curl leaks destination IP via glibc getaddrinfo() UDP connect, bypassing SOCKS5/Tor"
"3310318","unlabelled","not-applicable","False","1076","[]","2025-08-22T16:18:55.612Z","Missing Security Headers"
"3319767","unlabelled","not-applicable","False","8791","[]","2025-08-29T09:52:14.847Z","Incorrect Parsing of IPv6 Zone ID in curl"
"3324190","unlabelled","informative","False","1421","[]","2025-09-02T19:07:29.484Z","Heap-buffer-overflow (Out-of-Bounds Read) in DoH hostname encoding"
"3324901","unlabelled","not-applicable","False","10431","[]","2025-09-03T13:05:13.589Z","libcurl: Host-Only Cookies Leak to Alternate IPv4 Forms"
"3330839","vuln","resolved","False","2887","['CVE-2025-10148']","2025-09-08T09:52:13.904Z","CVE-2025-10148: predictable WebSocket mask"
"3331764","unlabelled","not-applicable","False","2069","['CVE-2003-1418']","2025-09-09T00:46:52.151Z","Confirmed Security Misconfigurations on curl.se (BREACH, Missing Security Headers, ETag Info Disclosure)"
"3335085","slop","not-applicable","True","9197","[]","2025-09-11T15:02:42.727Z","TOCTOU Race Condition in HTTP/2 Connection Reuse Leads to Certificate Validation Bypass"
"3337561","unlabelled","not-applicable","False","10175","[]","2025-09-13T18:31:46.352Z","Multiple Unsafe strcpy() Function Calls Leading to Potential Buffer Overflow Vulnerabilities in cURL 8.16.1-DEV"
"3340109","slop","not-applicable","True","11630","[]","2025-09-16T07:59:31.123Z","Stack Buffer Overflow in cURL Cookie Parsing Leads to RCE"
"3341476","unlabelled","informative","False","14519","[]","2025-09-16T19:30:03.204Z","int overflow in krb5_read_data() leads to (possible) massive `recv()` write"
"3344663","unlabelled","not-applicable","False","3662","[]","2025-09-17T19:53:15.610Z","Security Analysis Report: CURL Integer Overflow Vulnerability"
"3346118","slop","not-applicable","True","2571","[]","2025-09-18T16:11:20.710Z","Timing Attack Vulnerability in curl Digest Authentication via Non-Constant-Time String Comparison"
"3355213","unlabelled","informative","False","7660","[]","2025-09-23T15:08:15.926Z","Use-after-free when POST body buffer is freed before transfer"
"3355218","vuln","resolved","False","8114","['CVE-2025-10966']","2025-09-23T15:14:16.228Z","CVE-2025-10966: missing SFTP host verification with wolfSSH"
"3356088","unlabelled","informative","False","8022","[]","2025-09-24T03:36:19.089Z","Race condition on global `gss_context` during SOCKS5 GSS-API negotiation in libcurl"
"3357960","unlabelled","not-applicable","False","3347","[]","2025-09-25T15:29:08.233Z","SMTP Command Injection Vulnerabilities in curl"
"3361913","unlabelled","not-applicable","False","2426","[]","2025-09-29T16:45:59.419Z","AWS SigV4 Signature Disclosure via Verbose Logging in libcurl"
"3366484","unlabelled","not-applicable","False","7183","[]","2025-10-01T19:13:21.765Z","Unsanitized IPFS CID Allows SSRF Against Configured Gateway"
"3373640","unlabelled","informative","False","3277","[]","2025-10-06T21:39:13.962Z","OpenSSL backend: X509 peer certificate not freed in ossl_get_channel_binding causes per-request memory leak (DoS risk for long-lived clients)"
"3374554","unlabelled","informative","False","4455","[]","2025-10-07T15:37:18.589Z","Apple SecTrust legacy path accepts untrusted certificates on pre-10.14 macOS/iOS when built with USE_APPLE_SECTRUST"
"3379102","unlabelled","not-applicable","False","2331","[]","2025-10-10T17:40:45.866Z","Missing enforcement of SFTP quote syntax can lead to operation on wrong object"
"3387499","unlabelled","not-applicable","False","9959","[]","2025-10-16T19:34:04.508Z","SMTP Command Injection Vulnerability in libcurl 8.16.0 via RFC 3461 Suffix"
"3392174","slop","not-applicable","True","5603","[]","2025-10-21T07:39:27.203Z","Buffer Overflow in WebSocket Handshake (lib/ws.c:1287)"
"3393539","unlabelled","informative","False","4142","[]","2025-10-21T23:41:52.030Z","Memory leak in Curl_auth_create_ntlm_type3_message"
"3395218","slop","not-applicable","True","5693","[]","2025-10-22T21:13:31.196Z","Use of Deprecated strcpy() with Fixed-Size Buffers in Progress Time Formatting"
"3395227","slop","not-applicable","True","8671","[]","2025-10-22T21:30:38.225Z","Use of Deprecated strcpy() with User-Controlled Environment Variable in Memory Debug Initialization"
"3395666","unlabelled","not-applicable","False","5540","[]","2025-10-23T10:28:32.403Z","libcurl MQTT PUBLISH length overflow (heap overflow)"
"3399774","slop","not-applicable","True","4845","[]","2025-10-25T20:12:34.215Z","Integer Overflow to Heap Overflow in DoH Response Handling"
"3400761","unlabelled","not-applicable","False","2656","[]","2025-10-27T04:09:34.177Z","curl’s persistence files inherit world-readable/writable perms from umask, leaking and tampering with cookies/HSTS/Alt-Svc caches"
"3400831","slop","not-applicable","True","3226","[]","2025-10-27T06:55:04.051Z","CURLX_SET_BINMODE(NULL) can call fileno(NULL) and cause undefined behavior / crash"
"3403880","slop","not-applicable","True","9979","[]","2025-10-29T10:51:20.103Z","Logical Flaw in curl_url_set Leads to Inconsistent Query Parameter Encoding"
"3404025","unlabelled","not-applicable","False","6584","[]","2025-10-29T13:33:31.522Z","SOCKS5 Heap Buffer Overflow via Malicious HTTP Redirect with Oversized Hostname"
"3406123","unlabelled","not-applicable","False","1799","[]","2025-10-30T16:55:52.539Z","Buffer over-read,, Missing NUL termination in addvariable() causes undefined behavior"
"3407352","unlabelled","informative","False","2706","[]","2025-10-31T21:48:51.835Z","curl built with GnuTLS backend defaults to weak crypto parameters"
"3408126","unlabelled","not-applicable","False","2692","[]","2025-11-01T20:40:52.413Z","Directory Traversal Vulnerability in cURL via Content-Disposition Header Processing"
"3409186","unlabelled","not-applicable","False","33","[]","2025-11-03T05:38:40.038Z","Hi Hacker"
"3409193","unlabelled","not-applicable","False","31","[]","2025-11-03T05:46:33.581Z","HackerOne"
"3414088","unlabelled","duplicate","False","5793","[]","2025-11-06T12:07:43.950Z","SMTP CRLF Command Injection in CURLOPT_MAIL_FROM and CURLOPT_MAIL_RCPT"
"3417428","unlabelled","informative","False","7522","[]","2025-11-09T05:51:21.153Z","libcurl MQTT `CURLOPT_POSTFIELDSIZE_LARGE` overflow leads to immediate DoS"
"3418528","slop","spam","True","6671","[]","2025-11-10T13:36:42.725Z","Unsafe use of strcpy in Curl_ldap_err2string (packages/OS400/os400sys.c) — stack-buffer-overflow (PoC + ASan)"
"3418616","unlabelled","not-applicable","False","2024","[]","2025-11-10T15:11:31.820Z","SMTP CRLF Injection in curl/libcurl via MAIL FROM/RCPT TO parameters"
"3418646","slop","not-applicable","True","4964","[]","2025-11-10T15:55:21.053Z","Arbitrary Configuration File Inclusion: via External Control of File Name or Path"
"3418760","unlabelled","not-applicable","False","581","[]","2025-11-10T17:36:37.008Z","Command Injection - CRITICISM"
"3418776","unlabelled","not-applicable","False","3938","[]","2025-11-10T18:04:42.125Z","Silent TLS Trust Model Hijacking via `CURL_CA_BUNDLE` Environment Variable Leads to MITM"
"3418861","unlabelled","not-applicable","False","6403","[]","2025-11-10T19:43:51.819Z","libcurl FTP path normalization flaw allows decoded %2e%2e → CWD .. and directory escape (Path Traversal, CWE-22)"
"3419617","unlabelled","not-applicable","False","500","[]","2025-11-11T15:55:41.379Z","Hash exposed in public repository"
"3427194","unlabelled","not-applicable","False","1876","[]","2025-11-15T15:47:01.004Z","Malicious server forces .curlrc creation via curl -OJ leading to local file exfiltration"
"3427343","unlabelled","not-applicable","False","2101","[]","2025-11-15T19:12:02.795Z","Off-by-One Buffer Overflow in SMB Path Handler"
"3427460","unlabelled","not-applicable","False","1922","[]","2025-11-15T22:45:37.410Z","Incorrect sizeof() in Rustls Backend Memory Allocation"
"3427670","unlabelled","informative","False","2911","[]","2025-11-16T07:32:52.000Z","Double-free vulnerability in libcurl with rustls via NoServerCertVerifier condition leads to application crash"
"3431180","unlabelled","informative","False","2425","[]","2025-11-18T11:19:36.373Z","Double free in tool_ssls_load()"
"3432833","unlabelled","informative","False","5362","[]","2025-11-19T08:12:45.346Z","[SFTP] TOCTOU Race Condition in Upload Resume Logic Leads to Arbitrary File Append"
"3434510","unlabelled","not-applicable","False","2584","[]","2025-11-20T03:47:40.650Z","Out-of-bounds read in HTTP method handling causes undefined behavior and potential crash This is sharp, Gaurav. We’ve got a real memory-safety bug ins"
"3434543","unlabelled","informative","False","20755","[]","2025-11-20T04:39:55.206Z","Arbitrary free in curl's config file parsing."
"3442024","unlabelled","not-applicable","False","1158","[]","2025-11-26T07:35:44.975Z","runs javascript on powershell when it shouldnt"
"3442060","unlabelled","not-applicable","False","9633","[]","2025-11-26T08:34:03.763Z","Infinite loop issue in the state machine of the curl project"
"3444904","unlabelled","not-applicable","False","2737","[]","2025-11-29T17:06:00.738Z","Heap Buffer Overflow in TFTP"
"3445174","unlabelled","not-applicable","False","2622","[]","2025-11-30T00:07:49.564Z","Path Traversal in file:// protocol allows Arbitrary File Read"
"3451305","unlabelled","not-applicable","False","11973","[]","2025-12-04T09:55:42.882Z","SMTP Protocol Injection via CRLF in CURLOPT_MAIL_FROM leading to Email Spoofing"
"3452725","slop","not-applicable","True","17499","[]","2025-12-05T08:09:14.389Z","Title: Use-After-Free in cURL Test Suite via Improper Cleanup of Global Handle"
"3455037","unlabelled","informative","False","2428","[]","2025-12-06T21:17:12.676Z","Certificate Hostname Validation Bypass via Leading Dot in Hostname"
"3459417","vuln","resolved","False","10074","['CVE-2025-14524']","2025-12-09T18:01:03.640Z","CVE-2025-14524: bearer token leak on cross-protocol redirect"
"3459636","slop","not-applicable","True","2376","[]","2025-12-09T18:59:59.101Z","Stack Buffer Overflow in cURL wolfSSL Backend (lib/vtls/wolfssl.c)"
"3460184","unlabelled","not-applicable","False","1544","[]","2025-12-10T02:16:40.918Z","Terminal Output Not Great"
"3462525","slop","not-applicable","True","3213","[]","2025-12-12T04:24:35.869Z","Buffer Overflow in cURL Internal printf Function"
"3463608","unlabelled","not-applicable","False","7473","[]","2025-12-13T07:58:59.061Z","Denial of Service (DoS) vulnerability in dedotdotify() URL path normalization"
"3463619","unlabelled","spam","False","171","[]","2025-12-13T08:12:16.670Z","testing hackerone functions"
"3465094","slop","not-applicable","True","9309","[]","2025-12-15T07:45:05.932Z","Path Traversal Bypass in file:// URLs Due to Incomplete URL-Encoded Path Normalization"
"3466883","slop","spam","True","12446","[]","2025-12-16T04:46:33.492Z","Curl Alt-Svc Parser Stack Buffer Overflow"
"3466896","slop","spam","True","21968","[]","2025-12-16T05:15:25.354Z","Heap Overflow in cURL AmigaOS Socket Implementation"
"3468098","unlabelled","not-applicable","False","6384","[]","2025-12-16T20:31:04.172Z","Certificate Pinning Bypass with wolfSSL backend over HTTP/3"
"3468410","slop","not-applicable","True","945","[]","2025-12-17T05:44:02.316Z","Heap buffer overflow in Curl_ipv4_resolve_r due to incorrect buffer alignment and size calculation on AmigaOS"
"3470073","unlabelled","duplicate","False","6432","[]","2025-12-18T11:13:30.551Z","Heap Buffer Over-Read via Malicious SMB Server READ_ANDX Response"
"3470095","slop","not-applicable","True","6432","[]","2025-12-18T11:38:42.997Z","Heap Buffer Over-Read via Malicious SMB Server READ_ANDX Response"
"3470649","unlabelled","not-applicable","False","13323","[]","2025-12-18T17:23:11.030Z","File URL UNC Path Access (Windows SSRF)"
"3471553","unlabelled","informative","False","1853","[]","2025-12-19T07:22:06.123Z","Unbounded memory consumption via compressed HTTP responses (gzip/brotli/zstd)"
"3473182","slop","not-applicable","True","1977","[]","2025-12-20T06:19:17.734Z","A logic error in detect_proxy caused truncation of environment variable names for long protocol schemes."
"3473384","unlabelled","informative","False","3745","[]","2025-12-20T11:55:01.671Z","Functional Regression in Digest Authentication: Failure to handle optional spaces and escaped quotes"
"3474865","unlabelled","not-applicable","False","1430","[]","2025-12-22T05:49:08.289Z","libcurl WebSocket handshake accepts any Sec-WebSocket-Accept"
"3475472","unlabelled","not-applicable","False","1346","[]","2025-12-22T16:34:29.309Z","Public-suffix cookie injection when libpsl is disabled"
"3475613","unlabelled","not-applicable","False","8624","[]","2025-12-22T19:14:51.022Z","HAProxy Connection Reuse leads to IP Spoofing and mTLS Context Smuggling"
"3476928","unlabelled","not-applicable","False","25991","[]","2025-12-23T21:48:58.193Z","Integer Overflow in `curl_easy_escape()` may lead to heap buffer overflow and stack memory disclosure on 32-bit platforms"
"3477023","unlabelled","not-applicable","False","1716","[]","2025-12-24T00:25:05.770Z","Protocol Smuggling / CRLF Injection via Gopher Protocol allows Arbitrary Command Injection"
"3477116","vuln","resolved","False","1629","['CVE-2025-15079']","2025-12-24T04:45:21.545Z","CVE-2025-15079: libssh global knownhost override "
"3479019","unlabelled","not-applicable","False","4608","[]","2025-12-26T13:31:26.627Z","Security hardening: missing integer overflow check in curl_load_library()"
"3479203","unlabelled","informative","False","7705","[]","2025-12-26T17:04:41.707Z","HTTP/3 Protocol Smuggling and Header Injection via CRLF in QPACK value conversion"
"3479984","unlabelled","not-applicable","False","3366","[]","2025-12-27T16:35:37.584Z","CRLF Injection / Protocol Smuggling in libcurl via CURLOPT_USERNAME (IMAP)"
"3480039","unlabelled","informative","False","5512","[]","2025-12-27T18:12:44.720Z","WebSocket Logic Error: Control Frame (PING/PONG) Starvation causes Connection Drop (DoS) during large transfers"
"3480078","unlabelled","not-applicable","False","5102","[]","2025-12-27T19:17:59.061Z","Heap Buffer Over-read in lib/http2.c (on_header) handling PUSH_PROMISE frames"
"3480641","unlabelled","not-applicable","False","7193","[]","2025-12-28T14:45:51.070Z","Cross‑Layer State Confusion in libcurl: Credential & Key‑Material Persistence Across Redirect / Connection Reuse Boundaries"
"3480712","unlabelled","informative","False","4654","[]","2025-12-28T16:15:31.727Z","Telnet Suboption Buffer Pointer Underflow in lib/telnet.c leads to Out-of-Bounds Read"
"3480713","unlabelled","not-applicable","False","2339","[]","2025-12-28T16:18:09.351Z","Proxy-Authorization header is leaked to origin server after redirect from proxied to direct connection"
"3480925","vuln","resolved","False","1893","['CVE-2025-15224']","2025-12-28T21:22:56.665Z","CVE-2025-15224: libssh key passphrase bypass without agent set"
"3481595","unlabelled","not-applicable","False","4830","[]","2025-12-29T17:23:17.377Z","SMTP CRLF Injection & Protocol Desynchronization in libcurl"
"3481849","unlabelled","not-applicable","False","7106","[]","2025-12-29T23:21:14.760Z","HTTP/2 and HTTP/3 Header Injection in curl"
"3483225","unlabelled","spam","False","1304","[]","2025-12-31T14:45:45.551Z","A quiet New Year wish for security researchers"
"3483902","unlabelled","informative","False","2353","[]","2026-01-01T11:56:24.128Z","PROTOCOL-LEVEL: Persistent UDP Amplification and Cache Poisoning via Alt-Svc Logic Flaw"
"3484319","unlabelled","informative","False","4601","[]","2026-01-01T21:51:13.454Z","MQTT Protocol Violation & Integer Overflow in libcurl"
"3484431","unlabelled","not-applicable","False","1978","[]","2026-01-02T01:51:16.457Z","HTTP Request Smuggling and SSRF via CRLF Injection in Curl_add_custom_headers"
"3484506","unlabelled","not-applicable","False","2772","[]","2026-01-02T05:54:08.371Z","CRLF Injection in Gopher Protocol (`lib/gopher.c`)"
"3485826","unlabelled","not-applicable","False","2599","['CVE-2018-1000007']","2026-01-03T16:30:59.830Z","Alt-Svc bypasses credential leak protection (CVE-2018-1000007)"
"3485930","unlabelled","not-applicable","False","4358","['CVE-2021-22901']","2026-01-03T18:59:39.944Z","Path Traversal in curl file:// Protocol Handler Allows Unauthorized File Access"
"3487952","unlabelled","not-applicable","False","4279","[]","2026-01-05T22:13:57.502Z","State Isolation Failure in Multiplexed Connections (Shared Auth Context)"
"3488278","unlabelled","not-applicable","False","2096","[]","2026-01-06T08:51:15.638Z","MQTT: Missing upper bound on incoming Remaining Length allows server-controlled long wait"
"3493602","unlabelled","informative","False","3937","[]","2026-01-07T22:12:52.272Z","Stack Buffer Overflow in mprintf.c formatting function (fallback path)"
"3494098","unlabelled","not-applicable","False","1215","[]","2026-01-08T08:38:03.229Z","inconsistently Rejection Logic in file:// URLs with Authority"
"3505557","unlabelled","not-applicable","False","2192","[]","2026-01-10T06:58:28.432Z","CRLF Injection in HTTP header values allows arbitrary header injection"
"3506159","slop","not-applicable","True","4740","[]","2026-01-10T19:22:25.801Z","Heap Out-of-Bounds Read in lib/http2.c via Malformed PUSH_PROMISE Headers"
"3508321","unlabelled","informative","False","1675","[]","2026-01-13T00:50:23.350Z","Integer-underflow leads to heap over-read in TFTP implementation"
"3508500","unlabelled","informative","False","8325","[]","2026-01-13T07:12:56.742Z","integer Overflow in MQTT Protocol Handling Allows Bypassing Message Size Limit"
"3508701","unlabelled","informative","False","3911","[]","2026-01-13T11:39:25.370Z","Use-After-Free in curl_easy_nextheader when reusing header handle across requests"
"3508785","unlabelled","not-applicable","False","4758","[]","2026-01-13T13:16:23.566Z","Gopher Protocol Command Injection (SSRF Smuggling)"
"3508799","unlabelled","informative","False","9406","[]","2026-01-13T13:30:36.863Z","Digest Authentication Header Injection"
"3508854","unlabelled","not-applicable","False","1232","[]","2026-01-13T14:31:26.214Z","MQTT: unsigned integer underflow bypasses MAX_MQTT_MESSAGE_SIZE check"
"3509396","unlabelled","informative","False","5538","[]","2026-01-13T20:07:51.458Z","IMAP Protocol Desynchronization and Response Smuggling via Naive Literal Parsing"
"3509437","unlabelled","not-applicable","False","1329","[]","2026-01-13T21:02:35.059Z","Directory listing vulnerability is disclosing names and emails, widespread (thousands of records, publicly accessible without auth)"
"3514263","slop","not-applicable","True","6340","['CVE-2025-14524', 'CVE-2022-27774']","2026-01-17T07:52:01.656Z","libcurl: Improper Authentication State Management on Cross-Protocol Redirects"
"3516186","slop","not-applicable","True","5337","[]","2026-01-19T10:12:12.195Z","Cookie Max-Age Integer Overflow Vulnerability"
"3516202","slop","not-applicable","True","5172","[]","2026-01-19T10:27:16.208Z","Cookie Replacement Use-After-Free Vulnerability"
"3516878","unlabelled","not-applicable","False","4693","[]","2026-01-19T18:46:21.095Z","Cross‑origin cookies leak and injection risk when using a custom Host header"
"3516974","unlabelled","not-applicable","False","6539","[]","2026-01-19T20:10:18.863Z","SSL options ISSUERCERT, EC_CURVES and CRLFILE silently ignored by non-OpenSSL backends"
"3523349","unlabelled","not-applicable","False","1389","[]","2026-01-25T00:02:17.122Z","Integer Underflow in src/var.c"
"3523953","unlabelled","not-applicable","False","655","[]","2026-01-25T16:20:00.484Z","wcurl Argument Injection via Unquoted Variable"
"3531216","unlabelled","informative","False","2404","[]","2026-01-30T07:05:07.856Z","MQTT Protocol Packet Injection via Unchecked CONNACK Remaining Length"
"3574928","unlabelled","not-applicable","False","1096","[]","2026-02-26T04:11:06.553Z","Able to bypass HSTS using trailing dot"
"3575245","unlabelled","not-applicable","False","6213","[]","2026-02-26T10:52:45.582Z","Integer Overflow in curl_multi_get_handles() Leading to Heap Buffer Overflow"
"3575250","unlabelled","informative","False","6799","[]","2026-02-26T10:53:53.303Z","RTSP RTP Interleaved Parser Assertion Failure (Zero-Length RTP Payload)"
"3575475","unlabelled","not-applicable","False","1982","[]","2026-02-26T14:30:16.093Z","Curl Telnet Handler Buffer Overflow"
"3580247","unlabelled","informative","False","1779","[]","2026-03-02T00:55:33.200Z","Use after free in hyperfifo example"
"3583983","vuln","resolved","False","6528","['CVE-2026-3783', 'CVE-2025-14524', 'CVE-2025-0167', 'CVE-2024-11053']","2026-03-03T22:21:02.246Z","CVE-2026-3783: token leak with redirect and netrc"
"3584149","unlabelled","not-applicable","False","749","[]","2026-03-04T00:41:37.075Z","SSTI leads to Command injection"
"3584491","unlabelled","informative","False","5620","[]","2026-03-04T07:25:17.618Z","LM Challenge-Response Hash Always Sent in SMB Authentication"
"3584865","unlabelled","not-applicable","False","3170","[]","2026-03-04T12:47:15.658Z","In curl's SASL OAUTHBEARER authentication, including the SOH character (0x01) in the username corrupts the message structure."
"3584903","vuln","resolved","False","2927","['CVE-2026-3784']","2026-03-04T13:29:05.562Z","CVE-2026-3784: wrong proxy connection reuse with credentials"
"3591944","vuln","resolved","False","2553","['CVE-2026-3805']","2026-03-08T11:32:38.070Z","CVE-2026-3805: use after free in SMB connection reuse"
"3591956","unlabelled","duplicate","False","4417","[]","2026-03-08T11:47:19.735Z","Use-After-Free in SMB connection reuse (req->path dangling pointer after needle destruction)"
"3595753","unlabelled","not-applicable","False","2295","['CVE-2022-22576']","2026-03-10T07:43:20.919Z","Connection Reuse Ignores OAuth Bearer Token Mismatch"
"3595764","unlabelled","not-applicable","False","2257","[]","2026-03-10T07:58:24.552Z","CURLOPT_UNRESTRICTED_AUTH Dangerous Default Documentation Gap"
"3597359","unlabelled","informative","False","1273","[]","2026-03-11T00:40:55.019Z","NULL Pointer Dereference (DoS) in libcurl SFTP QUOTE command parsing due to missing return statement"
"3598358","unlabelled","informative","False","3079","[]","2026-03-11T15:02:02.489Z","urlapi: off-by-one in custom scheme validation skips last character"
"3598444","unlabelled","informative","False","4529","[]","2026-03-11T16:06:11.658Z","Curl_compareheader() fails to match multi-value HTTP headers"
"3603300","unlabelled","not-applicable","False","5629","[]","2026-03-13T16:59:26.450Z","SMB READ_ANDX DataOffset not validated"
